drug_id,drug_name
D08084,Meglumine ioxitalamate; Ioxitalamic acid meglumine; Telebrix gastro
D08085,Iproniazid phosphate; Marsilid
D08086,Irinotecan; Biotecan
D08087,Irsogladine
D08088,Isoaminile; Peracon
D08089,Isonixin; Nixyn hermes
D08090,Isoprenaline
D08091,Isothipendyl; Actapront
D08092,Isoxsuprine; Dilator
D08093,Isoxsuprine lactate; Duphaspasmin [veterinary]
D08094,Itopride
D08095,Ivabradine hydrochloride; Ivabrandine hydrochloride; Corlanor; Corlentor; Coralan
D08096,Kawain; Kavaform
D08097,Keracyanin chloride; Meralop
D08098,Ketamine; Tekam
D08099,Ketanserin tartrate; Sufrexal
D08100,Ketobemidone
D08101,Ketobemidone hydrochloride; Ketogan
D08102,Ketoprofen lysine; Artrosilene
D08103,Ketoprofen sodium; Orudis
D08104,Ketorolac; Toradol
D08105,Ketotifen; Alaway
D08106,Labetalol
D08107,Varespladib
D08108,Lapatinib
D08109,Latamoxef
D08110,Lenampicillin
D08111,Lercanidipine; Lercanil
D08112,Leucocianidol; Flavan
D08113,Leuprorelin; Enantone
D08114,Levamisole; Ketrax
D08115,Levobunolol
D08116,Levobupivacaine; Novabupi
D08117,Levocabastine; Livostin
D08118,Levocetirizine dihydrochloride; Levocetirizine hydrochloride; Xyzal
D08119,Levodropropizine; Levopront
D08120,Levofloxacin; Cravit; Levaquin
D08121,Levomethadone
D08122,Levomethadone hydrochloride; L-polamidon
D08123,Levorphanol
D08124,Levosalbutamol; Levalbuterol
D08125,Levothyroxine; Forthyron
D08126,Lidamidine
D08127,Lidocaine hydrochloride monohydrate; Lidocaine; Zingo
D08128,Liothyronine; Thyrolar
D08129,Liothyronine hydrochloride; Thyrotradin
D08130,Lisdexamfetamine
D08131,Lisinopril; Zestril
D08132,Lisuride
D08133,Lithium; Normothymin-E
D08134,Lithium acetate; Quilonorm
D08135,Lithium bromide; Lithium Microsol
D08136,Lithium gluconate; Lithioderm
D08137,Lithium sulfate; Lithionit
D08138,Lobeline sulfate; Smokeless
D08139,Lodoxamide; Alomide
D08140,Lofepramine
D08141,Lofexidine
D08142,Lonazolac calcium salt; Argun
D08143,Loracarbef; Lorbef
D08144,Loperamide; Diamide
D08145,Loprazolam mesilate; Loprazolam mesylate; Loprazolam methanesulfonate; Havlane
D08146,Losartan; Losartic
D08147,Loteprednol
D08148,Loxapine hydrochloride; Desconex
D08149,Loxoprofen
D08150,Lufenuron; Program [veterinary]
D08151,Luprostiol; Prosolvin
D08152,Lysozyme; Muramidase
D08153,Mabuprofen; Aldospray analgesico
D08154,Magnesium glucoheptonate; ratio-Magnesium
D08155,Manidipine; Manidipine 6300; Artedil
D08156,Marbofloxacin; Marbocyl
D08157,Mazaticol
D08158,Mazipredone
D08159,Mazipredone hydrochloride; Depersolon
D08160,Mebeverine; Arluy
D08161,Mebhydrolin; Bexidal
D08162,Meclofenamate sodium; Meclomen
D08163,Meclozine; Meclizine; Nevidoxine
D08164,Mecysteine; Methyl cysteine
D08165,Medetomidine; Domitor [veterinary]
D08166,Medroxyprogesterone; Farlutal inyectable
D08167,Megestrol; Chronopil
D08168,Melarsomine
D08170,Melatonin; Melatonina; Melatobel
D08171,Melitracen; Adelax
D08172,Melperone hydrochloride; Buronil
D08173,Melphalan hydrochloride; Alkeran; Evomela
D08174,Memantine; Exiba
D08175,Menadiol
D08176,Menadiol sodium sulfate; Menadiol disodium disulfate; Menadiol Diphosphate
D08177,Menadione sodium bisulfite; Menadione sodium sulfonate; K-50
D08178,Menbutone; Genabiline [veterinary]
D08179,Mepacrine; Quinacrin
D08180,Mephentermine
D08181,Mepivacaine; Carboplyin Dental
D08182,Meptazinol
D08183,Mepyramine
D08184,Mepyramine theophyllineacetate; Mepifiline; Fluidasa
D08185,Meropenem; Merrem I.V.; Meronem
D08186,Metadoxine; Metadoxil
D08187,Metamfetamine; Methamphetamine
D08188,Metamizole; Methamizole; Dolemicin
D08189,Metamizole magnesium salt; Dipyrone magunesium salt; Magnopyrol
D08190,Dipyrone; Metamizole sodium; Vetalgin
D08191,Metampicillin sodium; Serfabiotic
D08192,Metaraminol
D08193,Metenolone
D08194,Deserpidine; Halmonyl
D08195,Methadone
D08196,Methandriol; Orabol [veterinary]
D08197,Methandriol dipropionate; Anadiol
D08198,Methaniazide
D08199,Methenamine sulfosalicylate; Uropurat
D08200,Methoprene; Zodiac [veterinary]
D08201,Methoxamine
D08204,Methyl aminolevulinate
D08205,Methyldopa; Aldomet
D08206,Methylephedrine
D08207,Methylergometrine; Ergotyl
D08208,Metipamide; Hypotylin
D08209,Metixene
D08210,Metomidate
D08211,Metomidate hydrochloride; Hypnodil [veterinary]
D08212,Trimazosin
D08213,Metoxibutropate; Benflogin
D08214,Metronidazole benzoate; Elyzol
D08215,Mexiletine
D08216,Mianserin; Tolvon
D08217,Mibefradil
D08218,Micafungin
D08219,Micronomicin
D08220,Midodrine
D08221,Varespladib methyl
D08222,Milnacipran
D08223,Miristalkonium chloride; Alpagelle
D08224,Mitoxantrone; Misostol
D08225,Moexipril
D08226,Molindone
D08227,Mometasone
D08228,Monensin; Elancoban [veterinary]
D08229,Montelukast; Brondilat
D08230,Morantel; Paratect flex [veterinary]
D08231,Morantel citrate; Exhelm
D08232,Moroctocog alfa; ReFacto
D08233,Morphine; Morfina Dosa; Substitol
D08234,Morphine tartrate; Morphine Tartrate
D08235,Mosapramine
D08236,Mosapride; Mosart
D08237,Moxifloxacin; Avelox IV
D08238,Moxaverine hydrochloride; Certonal
D08239,Moxisylyte; Carlytene
D08240,Nafamostat
D08241,Nafarelin
D08242,Nafcillin
D08243,Naftazone; Mediaven
D08244,Naftidrofuryl; Drosunal
D08245,Naftifine
D08246,Nalbuphine; Intapan
D08247,Nalorphine; Nalorphine serb
D08248,Nalorphine hydrochloride; Cloridrato de nalorfina; Nalline [veterinary]
D08249,Naloxone; DBL Naloxone
D08250,Nandrolone; decadura
D08251,Nandrolone laurate; Nandrolone dodecanoate; Laurabolin [veterinary]
D08252,Placenta hydrolysate; Laennec
D08253,Naphazoline; Nafazolin
D08254,Endralazine
D08255,Naratriptan; Naramig
D08256,Nateplase; Milyzer; Tepase
D08257,Nefazodone
D08258,Nefopam
D08259,Nelfinavir; Viracept
D08260,Neomycin; Fradiomycin; Neomycin; Kaomycine
D08261,Neostigmine; Prostigmin
D08262,Mangafodipir
D08263,Magnesium pidolate; MAG 2
D08265,Hydroquinine hydrobromide; inhibin
D08266,Lactitol; Importal; Pizensy
D08267,Hydroquinine; Dihydroquinine; Neostrata
D08268,Netilmicin; Netira
D08269,Nicametate
D08270,Nicardipine; Cardene
D08271,Nicergoline tartrate; Sermion
D08272,Nicocodine
D08273,Nicomorphine hydrochloride; Vilan
D08274,Ethyl nicotinate; Nicotine acid ethyl ester; Mucotherm
D08275,Niflumic acid; Niflugel
D08276,Nimustine
D08277,Turofexorate isopropyl
D08278,Nitroxinil; Nitroxynil; Deldrax; Trodax [veterynary]
D08279,Tozasertib
D08280,Nizofenone
D08281,Nomegestrol acetate; Lutenyl
D08282,Nonivamide; Nonanoic acid vanillylamide; Hansaplast
D08283,Nordazepam; Calmday
D08284,Norepinephrine hydrochoride;-Noradrenaline hydrochloride; Arterenol
D08285,Norethisterone enantate; Noristerat
D08286,Norfenefrine
D08287,Norfloxacin nicotinate; Quinabic soluble powder [veterinary]
D08288,Nortriptyline; Nortrilen
D08289,Octenidine
D08290,Oblimersen
D08291,Ofloxacin hydrochloride; Tarivid
D08292,Olaquindox; Olaquindox [veterinary]
D08293,Olopatadine
D08294,Olprinone
D08295,Olsalazine
D08296,Omoconazole
D08297,Opipramol; Opipramol dura
D08298,Orazamide; Carbaica
D08299,Orbifloxacin; Orbax [veterinary]
D08300,Orciprenaline; Metaproterenol
D08301,Ormeloxifene; Centron
D08302,Ornithine
D08303,Ornithine aspartate; Hepa-Merz
D08304,Orotic acid calcium salt; Calciumorotat
D08305,Orphenadrine; Mialgin
D08306,Oseltamivir; Agucort
D08307,Oxacillin; Oxacilina
D08308,Oxedrine tartrate; Dacryoboraline
D08309,Oxedrine hydrochloride; Ocuton
D08310,Oxeladin
D08311,Oxetacaine hydrochloride; Emoren
D08312,Oxetorone
D08313,Oxiconazole
D08314,Oxilofrine; 4-Hydroxyephedrine
D08315,Oxilofrine hydrochloride; Carnigen
D08316,Oxolamine citrate; Perebron
D08317,Oxolamine phosphate; Perebron
D08318,Oxprenolol; Oxprenolol
D08319,Oxybuprocaine; Monofree oxybuprocaine
D08320,Oxyclozanide; Zanil [veterinay]
D08321,Oxyfedrine
D08322,Oxymetazoline; Operil
D08323,Oxymorphone
D08324,Oxyphenbutazone; Reozon; Oxyphenbutazone
D08325,Oxyphencyclimine
D08326,Oxyphenisatine; Isaphen
D08327,Ozagrel; Cataclot
D08328,Palmidrol; Palmdrol prodes
D08329,Penethamate hydriodide; Mamyzin [veterinary]
D08330,Penicillamine hydrochloride; Pemine
D08331,Pentaerythritol; Auxitrans
D08332,Pentalamide; Hestar
D08333,Pentamidine; Lomidine
D08334,Pentoxyverine; Sedotussin
D08335,Pentoxyverine hydrochloride; Sedotussin; Toclase
D08336,Peplomycin; PEP
D08337,Iclaprim
D08338,Perflunafene; Acri-deca
D08339,Pergolide; Permax
D08340,Perhexiline
D08341,Perphenazine decanoate; Trilafon dekanoat
D08342,Perphenazine enantate; Perphenazine enanthate; Trilafon
D08343,Pethidine; Meperidine; Pethidine DBL
D08344,Tozasertib lactate; MK-0457
D08345,Phenamacide hydrochloride; Aklonin
D08346,Phenazopyridine; Fenazopiridina
D08347,Phendimetrazine
D08348,Phendimetrazine hydrochloride; Antapentan
D08349,Phenelzine
D08350,Pheneticillin; Phenethicillin
D08351,Phenformin
D08352,Phenformin hydrochloride; Debei
D08353,Phenindamine
D08354,Phenindione; Hedulin
D08355,Pheniramine
D08356,Phenobarbital diethylamine; Gratusminal
D08357,Phenothrin; Hegor antipoux
D08358,Phenoxybenzamine
D08359,Phenoxyethanol; Fungal Terminator [veterinary]
D08360,Phenoxymethylpenicillin calcium; Calcipen
D08361,Phentetramine; Fentetramine; Alzaten
D08362,Phentolamine
D08363,Phenylbutazone calcium; Peralgin
D08364,Phenylbutazone sodium; Ambene
D08365,Phenylephrine; Phenylephrine Minims
D08366,Phenylephrine tartrate; L-Phenylephrine tartrate; Boraline
D08367,Phenylphenol; 2-Phenylphenol; Amocid
D08368,Phenylpropanolamine; Fansia
D08369,Polyphloroglucinol phosphate; Dealyd
D08370,Pholedrine
D08371,Pholedrine sulfate; Pholedrin liquidum
D08372,Phosmet; Poron; Del-Phos
D08373,Phoxim; Sebacil [veterinary]
D08374,Piketoprofen; Calmatel
D08375,Piketoprofen hydrochloride; Triparsean
D08376,Pilocarpine borate; pilolarpin ophtha
D08377,Pilsicainide
D08378,Pioglitazone; Actos
D08379,Pipemidic acid; Nuril
D08380,Piperacillin; Peracin
D08381,Piperazine hexahydrate; Diethylenediamine hexahydrate; Vermyl
D08382,Piperidolate
D08383,Piperonyl butoxide; Para Pio; Rid Mousse
D08384,Pipethanate; Piperilate
D08385,Pipotiazine; Piportil
D08386,Pirarubicin hydrochloride; Pinorubin; Therarubicin
D08387,Pirbuterol
D08388,Pirenoxine sodium salt; Clarvisan
D08389,Pirenzepine
D08390,Pirisudanol dimaleate; Mentis
D08391,Pirlimycin; Pirsue [veterinary]
D08392,Pirlindole; Pyrazidol
D08393,Pirlindole hydrochloride; Implementor
D08394,Pirmenol
D08395,Piroheptine
D08396,Pivampicillin; Pondocillin
D08397,Pizotifen malate; Mosegor; Sandomigran
D08398,Policosanol; Ateromixol; PPG
D08399,Polihexanide; Polyhexanide; Lavasept
D08400,Polygeline; Heamaccel
D08401,Polymyxin B; Polysporin
D08402,Poractant alfa; Curosurf
D08403,Potassium; Nabumeton A
D08404,Prajmalium bitartrate; Neo gilurythmal
D08405,Pramiracetam
D08406,Pramiverine; Sistalgina
D08407,Pramocaine
D08408,Pranlukast; Azlaire
D08409,Prasterone; Biolaif
D08410,Pravastatin; Pravator
D08411,Prazosin; Minipress
D08412,Prednisolone pivalate; Prednisolone 21-pivalate; Ultracortenol
D08413,Prednisolone sodium metazoate; Prednisolone metasulfobenzoate sodium; Prednisolone 21-(sodium 3-sulfobenzoate); Predenema
D08414,Prednisolone 21-(sodium tetrahydrophthalate); Prednisolone sodium tetrahydrophthalate; Fenicort
D08415,Prednisolone steaglate; Prednisolone 21-steaglate; Sintisone
D08416,Prednisone acetate; Prednisone 21-acetate
D08417,Prenoxdiazine hydrochloride; libexin
D08418,Pridinol
D08419,Pridinol hydrochloride; Pridinol
D08420,Primaquine; Kanaprim
D08421,Procainamide
D08422,Procaine; Solution of novocain
D08423,Procarbazine
D08424,Procaterol; Meptin
D08425,Procyclidine
D08426,Profenamine
D08427,Proglumetacin; Bruxel
D08428,Proguanil
D08429,Proligestone; Covinan [veterinary]; Delvosteron [veterinary]
D08430,Promazine; Combelen [veterinary]
D08431,Promegestone; Surgestone
D08432,Promethazine maleate; Romergan
D08433,Promolate; Atusil
D08434,Propacetamol hydrochloride; Pro-dafalgan
D08435,Propafenone; Propafenon hexal
D08436,Propamidine isetionate; Golden eye drops
D08437,Propetamphos; Seraphos
D08438,Propicillin
D08439,Propiomazine maleate; Propavan
D08440,Sodium propionate; Natriumpropionat [veterinary]
D08441,Propiverine
D08442,Propoxur; Bolfo
D08443,Propranolol; Propranolol
D08444,Propylhexedrine hydrochloride; Eventin
D08445,Protamine hydrochloride; Protamine
D08446,Prothipendyl hydrochloride; Dominal
D08447,Protriptyline
D08448,Proxymetacaine; Proparacaine
D08449,Pseudoephedrine; Neodurasina; Acunaso
D08450,Psoralene; Psoralen; Manaderm
D08451,Pyrantel; Konvermex
D08452,Pyrethrin I; Bubil
D08453,Pargyline
D08454,Pyridoxine; Vitamin B6
D08455,Pyriproxyfen; Cyclio [veterinary]
D08456,Quetiapine; Norsic
D08457,Quinagolide hydrochloride; Norprolac
D08458,Quinidine; Kinidin
D08459,Quinidine phenylethylbarbiturate; Quinidine 5-ethyl 5-phenyl barbiturate; Natisedine
D08460,Quinine; Kinder Quinina
D08461,Quinine dihydrochloride; Quinine
D08462,Quinisocaine; Dimethisoquin
D08463,Rabeprazole; Eraloc
D08464,Racecadotril; Tiorfan; Hidrasec
D08465,Raloxifene; Eviden; Raxeto
D08466,Ramosetron
D08467,Ranelic acid
D08468,Strontium ranelate; Ranelic acid strontium salt; Protelos
D08469,Rasagiline; Azilect
D08470,Raubasine; Ajmalicine; Lamuran
D08471,Razoxane; Cardioxane
D08472,Reboxetine; Edronax
D08473,Remifentanil; Ultiva
D08474,Reproterol
D08475,Resmethrin; Durekyl; Ectokyl
D08476,Resocortol
D08477,Retinol propionate; Microvit a dlc [veterinary]
D08478,Ribostamycin
D08479,Rifampicin sodium; Rifadine
D08480,Rifamycin sodium; Rifamycin SV sodium salt; Aemcolo; Otofa; Rifocina
D08481,Rilmazafone
D08482,Rilmenidine; Hyperium
D08483,Rimantadine
D08484,Risedronic acid; Ridron
D08485,Rizatriptan; Maxalt
D08486,Robenidine
D08487,Romifidine; Sedivet
D08488,Amlodipine besilate and atorvastatin calcium; Caduet
D08489,Ropinirole; Ropitor
D08490,Ropivacaine; Naropin
D08491,Rosiglitazone; Gaudil
D08492,Rosuvastatin; Creston
D08493,Dorzolamide hydrochloride and timolol maleate; Cosopt
D08494,Roxatidine; Roxit
D08495,Roxatidine acetate
D08496,Rufloxacin hydrochloride; Qari
D08497,Rupatadine fumarate; Rinialer; Rupafin
D08498,Ruscogenin; Ruscorectal
D08499,Rutoside; Rutin; Venoruton
D08500,Saccharin sodium; Hermesetas original
D08501,Trolamine salicylate; Salicylic acid trolamine; Salicylic acid triethanolamine; Arthricream
D08502,Salinomycin; Procoxacin
D08503,Toceranib
D08504,Samarium Sm 153 lexidronam; Samarium lexidronam; Quadramet
D08505,Sapropterin
D08506,Sarafloxacin
D08507,Sarmazenil; Sarmazol [veterinary]
D08508,Sarpogrelate
D08509,Sermorelin; Geref
D08510,Sertaconazole nitrate; Ertaczo; Zalain
D08511,Setiptiline
D08512,Sevelamer; Renagel
D08513,Sibutramine; Butramin
D08514,Sildenafil; Aphrodil
D08515,Silibinin; Silymarin I; Legalon
D08516,Sitagliptin
D08517,Sitaxentan sodium; Thelin
D08518,beta-Sitosterol; Harzol
D08519,Smectite; Smecta
D08520,Sobrerol; Cyclidrol; Mucoflux; Sobrepin
D08521,"Sodium aurothiosulfate; Gold sodium thiosulfate, dihydrate; Crytioro"
D08522,Solifenacin
D08523,Somatorelin
D08524,Sorafenib
D08525,Sotalol; Darob mite
D08526,Spectinomycin; Adspec; Prospec
D08527,Spiramycin adipate; Rovamycina; Spiramaicina
D08528,Spiramycin embonate; Cofamix STS
D08529,Spirapril
D08530,Varidase; Streptokinase - streptodornase; Varidase
D08531,Streptomycin; Streptomycin
D08532,Succinimide; Succinimide pharbiol
D08533,Sulbactam
D08534,Sulbenicillin
D08535,Sulconazole
D08536,Suleparoid; Heparitin sulfate; Aremin
D08537,Sulfaclozine
D08538,Sulfadimethoxine sodium; Bactotril
D08539,Sulfadimidine sodium; Sulfamethazine sodium salt; Intradine; Sulfadimidin
D08540,Sulfamethoxypyridazine sodium salt; Avemix
D08541,Sulfametrole; Lidaprim
D08542,Sulfamidochrysoidine; Prontosil; Aseptil rojo
D08543,Sulfanilamide; Sulfamine; Streptocid; AVC
D08544,Toceranib phosphate
D08545,Sulfiram; Monosulfiram; Tetmosol
D08546,Sulglicotide; Sulglycotide; Gliptide
D08547,Sulodexide; Vessel
D08548,Sulphobromophthalein; Sulfobromophthalein
D08549,Sultopride
D08550,Sultosilic acid
D08551,Sultosilic acid piperazine salt; Piperazine sultosylate; Mimedran
D08552,Sunitinib
D08553,Suxethonium chloride; Curacit
D08554,Tacalcitol; Bonalfa
D08555,Tacrine; Tacrinal
D08556,Tacrolimus; Prograf
D08557,Talampicillin
D08558,Talipexole
D08559,Tamoxifen; Tamoxifen; Tamoplex
D08560,Tamsulosin; Flomax; Tamsulon
D08561,Tandospirone
D08562,Tasonermin; Beromun
D08563,Iclaprim mesylate
D08565,Telmesteine; Reolase
D08566,Temocapril
D08567,Temocillin disodium salt; Negaban
D08568,Tenoic acid; Thiophene-2-carbixylic acid; Rhinotrophyl
D08569,Terazosin; Terazosabb
D08570,Terbutaline; Asthmasian
D08571,Terlipressin acetate; Heamopressin; Terlivaz
D08572,Tertatolol hydrochloride; Artex
D08573,Testosterone decanoate; Testosterone 17beta-decanoate; Testocaps
D08574,Testosterone phenylpropionate; Testosterone 17beta-phenpropionate; Testanon 50
D08575,Tetrabenazine; Nitoman; Xenazine
D08576,Tetramisole; Ascaverm; Tetramisole [veterinary]
D08577,Tetridamine maleate; Deb; Fomene
D08578,Tetryzoline; Tetrahydrozoline; Caltheon
D08579,Thebacon hydrochloride; Acedicone
D08580,Thiamine; Vitamin B1
D08581,Monophosphothiamine; Thiamine monophosphate chloride
D08582,Thiamphenicol glycinate acetylcysteinate; Fluimucil antibiotic
D08583,Thiamphenicol aminoacetate hydrochloride; Thiamphenicol glycinate hydrochloride; Urfamycin
D08584,Thioacetazone; Amithiozone; Citazone
D08585,Thioproperazine
D08586,Thiosalicylic acid; Pirosal; Thiocyl
D08587,Thonzylamine; Tonamil
D08588,Tiagabine; Gabitril
D08589,Tianeptine sodium; Stablon
D08590,Tiapride; Tiapridal
D08591,Tiaprost; Iliren [veterinary]
D08592,Tiaramide
D08593,Ticarcillin; Ticillin [veterinary]
D08594,Ticlopidine; Ticlopidin-Puren
D08595,Tiemonium methylsulfate; Visceralgine
D08596,Tiletamine
D08597,Tilidine
D08598,Tilisolol
D08599,Tiludronic acid
D08600,Timolol; Timolol; Betimol
D08601,Timonacic; Hepacom
D08602,Tinoridine
D08603,Tioguanine; Lanvis
D08604,Tipepidine
D08605,Tipranavir; Aptivus
D08606,Tirilazad
D08607,Tirofiban; Agrastat
D08608,Tiropramide hydrochloride; Maiorad
D08609,Tisokinase
D08610,Tixocortol
D08611,Tizanidine; Sirdalud
D08612,Tocopherol succinate; White-e [veterinary]
D08613,Todralazine
D08614,Tolazoline; Tolazine [veterinary]
D08615,Toldimfos; Phosphijet
D08616,Teneligliptin
D08617,Tolperisone; Musclex
D08618,Topotecan; Hycamtin
D08619,Torasemide sodium; Torem
D08620,Toremifene; Fareston
D08621,Tositumomab
D08622,Tositumomab 131 iodine; Tositumomab iodine 131I; Bexxar
D08623,Tramadol; Amanda
D08624,Tramazoline; Muconasal
D08625,Tranylcypromine; Parnate
D08626,Trazodone; Trittico
D08627,Trenbolone
D08628,Treprostinil monosodium salt; Treprostinil sodium; Trepulmix
D08629,Tretoquinol
D08630,Tribuzone; Benetazon
D08631,Carmegliptin
D08632,Tricaine mesilate; Tricaine methanesulfonate; Finquel; MS 222 [veterinary]
D08633,Trichloroacetic acid; Trichloroacetate; Acido tricloroacetico
D08634,Triclofos; Neguvon [veterinary]
D08635,Degarelix acetate; Degarelix acetate hydrate
D08636,Trifluoperazine; Apo-trifluoperazine
D08637,Trifluperidol hydrochloride; Triperidol
D08638,Trihexyphenidyl; Apo-trihex
D08639,Trimebutine; Trimebutina
D08640,Trimecaine; Mesidicain; Mesocain
D08641,Trimecaine hydrochloride; Mesocain
D08642,Trimetazidine; Dilatan
D08643,Trimethobenzamide; Ametik damla
D08644,Trimethoprim lactate; Wellcoprim
D08645,Tripelennamine
D08646,Triphosadenine; ATP
D08647,Triphosadenine disodium salt; Adenosine triphosphate disodium; Atenen
